home_team,away_team,home_score,away_score,year,month,day,game_date,date
Braintree,Southport,1,0,2015,08,22,22.08. 10:00,2015-08-22
Cheltenham,Barrow,2,1,2015,08,22,22.08. 10:00,2015-08-22
Dover,Altrincham,2,1,2015,08,22,22.08. 10:00,2015-08-22
Eastleigh,Macclesfield,1,0,2015,08,22,22.08. 10:00,2015-08-22
FC Halifax,Bromley,2,2,2015,08,22,22.08. 10:00,2015-08-22
Forest Green,Lincoln,3,1,2015,08,22,22.08. 10:00,2015-08-22
Gateshead,Kidderminster,1,1,2015,08,22,22.08. 10:00,2015-08-22
Grimsby,Torquay,2,2,2015,08,22,22.08. 10:00,2015-08-22
Guiseley,Aldershot,0,4,2015,08,22,22.08. 10:00,2015-08-22
Tranmere,Boreham Wood,0,2,2015,08,22,22.08. 10:00,2015-08-22
Woking,Chester,5,2,2015,08,22,22.08. 10:00,2015-08-22
Wrexham,Welling,1,0,2015,08,22,22.08. 10:00,2015-08-22
Aldershot,Dover,1,1,2015,08,18,18.08. 14:45,2015-08-18
Altrincham,Grimsby,2,1,2015,08,18,18.08. 14:45,2015-08-18
Barrow,Guiseley,1,1,2015,08,18,18.08. 14:45,2015-08-18
Boreham Wood,Forest Green,0,1,2015,08,18,18.08. 14:45,2015-08-18
Bromley,Braintree,1,2,2015,08,18,18.08. 14:45,2015-08-18
Chester,Cheltenham,1,1,2015,08,18,18.08. 14:45,2015-08-18
Kidderminster,Wrexham,1,3,2015,08,18,18.08. 14:45,2015-08-18
Lincoln,Macclesfield,5,3,2015,08,18,18.08. 14:45,2015-08-18
Southport,Gateshead,1,2,2015,08,18,18.08. 14:45,2015-08-18
Torquay,Woking,0,1,2015,08,18,18.08. 14:45,2015-08-18
Tranmere,FC Halifax,1,0,2015,08,18,18.08. 14:45,2015-08-18
Welling,Eastleigh,2,2,2015,08,18,18.08. 14:45,2015-08-18
Braintree,Tranmere,0,0,2015,08,15,15.08. 10:00,2015-08-15
Cheltenham,Southport,3,0,2015,08,15,15.08. 10:00,2015-08-15
Dover,Chester,0,0,2015,08,15,15.08. 10:00,2015-08-15
Eastleigh,Lincoln,1,1,2015,08,15,15.08. 10:00,2015-08-15
FC Halifax,Torquay,2,3,2015,08,15,15.08. 10:00,2015-08-15
Forest Green,Barrow,4,0,2015,08,15,15.08. 10:00,2015-08-15
Gateshead,Boreham Wood,2,1,2015,08,15,15.08. 10:00,2015-08-15
Grimsby,Bromley,4,1,2015,08,15,15.08. 10:00,2015-08-15
Guiseley,Kidderminster,1,0,2015,08,15,15.08. 10:00,2015-08-15
Macclesfield,Welling,2,1,2015,08,15,15.08. 10:00,2015-08-15
Woking,Altrincham,2,0,2015,08,15,15.08. 10:00,2015-08-15
Wrexham,Aldershot,3,0,2015,08,15,15.08. 10:00,2015-08-15
Braintree,Lincoln,1,3,2015,08,11,11.08. 14:45,2015-08-11
Cheltenham,Aldershot,0,0,2015,08,11,11.08. 14:45,2015-08-11
Dover,Kidderminster,3,2,2015,08,11,11.08. 14:45,2015-08-11
Eastleigh,Boreham Wood,1,0,2015,08,11,11.08. 14:45,2015-08-11
FC Halifax,Chester,0,1,2015,08,11,11.08. 14:45,2015-08-11
Forest Green,Welling,1,0,2015,08,11,11.08. 14:45,2015-08-11
Gateshead,Tranmere,1,4,2015,08,11,11.08. 14:45,2015-08-11
Grimsby,Barrow,4,1,2015,08,11,11.08. 14:45,2015-08-11
Guiseley,Altrincham,1,0,2015,08,11,11.08. 14:45,2015-08-11
Macclesfield,Southport,0,0,2015,08,11,11.08. 14:45,2015-08-11
Woking,Bromley,2,0,2015,08,11,11.08. 14:45,2015-08-11
Wrexham,Torquay,3,1,2015,08,11,11.08. 14:45,2015-08-11
Aldershot,Gateshead,1,2,2015,08,08,08.08. 10:00,2015-08-08
Altrincham,Forest Green,0,1,2015,08,08,08.08. 10:00,2015-08-08
Barrow,Dover,2,1,2015,08,08,08.08. 10:00,2015-08-08
Boreham Wood,FC Halifax,3,1,2015,08,08,08.08. 10:00,2015-08-08
Bromley,Wrexham,3,1,2015,08,08,08.08. 10:00,2015-08-08
Chester,Braintree,1,0,2015,08,08,08.08. 10:00,2015-08-08
Kidderminster,Grimsby,2,2,2015,08,08,08.08. 10:00,2015-08-08
Lincoln,Cheltenham,1,1,2015,08,08,08.08. 10:00,2015-08-08
Southport,Eastleigh,0,4,2015,08,08,08.08. 10:00,2015-08-08
Torquay,Macclesfield,1,0,2015,08,08,08.08. 10:00,2015-08-08
Tranmere,Woking,1,0,2015,08,08,08.08. 10:00,2015-08-08
Welling,Guiseley,1,0,2015,08,08,08.08. 10:00,2015-08-08
